Mapa,Cve_Ent,Nom_Ent,Nom_Abr,Cve_Mun,Nom_Mun,Cve_Loc,Nom_Loc,Ámbito,Latitud,Longitud,Lat_Decimal,Lon_Decimal,Altitud,Cve_Carta,Pob_Total,Pob_Masculina,Pob_Femenina,Total De Viviendas Habitadas
"230043076","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3076","San Jorge","R","18°34´55.099"N","088°18´18.610"W","18.58197200","-88.30516900","0010","E16A66","-","-","-","-"
"230043077","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3077","Villa Almita","R","18°35´20.827"N","088°13´53.651"W","18.58911900","-88.23157000","0009","E16A66","-","-","-","-"
"230043078","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3078","Vicente de Jesús Díaz Calderón","R","18°35´40.517"N","088°17´49.807"W","18.59458800","-88.29716900","0010","E16A66","-","-","-","-"
"230043079","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3079","Villa Marili","R","18°36´42.022"N","088°13´33.339"W","18.61167300","-88.22592800","0007","E16A66","-","-","-","-"
"230043080","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3080","Don Enrique","R","18°32´11.960"N","088°20´14.950"W","18.53665600","-88.33748600","0009","E16A65","-","-","-","-"
"230043081","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3081","Don Vicente","R","18°34´13.380"N","088°23´22.730"W","18.57038300","-88.38964700","0009","E16A65","-","-","-","-"
"230043082","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3082","Juan Borges","R","18°30´40.250"N","088°22´39.770"W","18.51118100","-88.37771400","0007","E16A65","-","-","-","-"
"230043083","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3083","Ladislao Sboroda","R","18°30´09.880"N","088°23´03.950"W","18.50274400","-88.38443100","0009","E16A65","-","-","-","-"
"230043084","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3084","Los Rápidos","R","18°35´27.570"N","088°26´02.690"W","18.59099200","-88.43408100","0005","E16A65","-","-","-","-"
"230043085","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3085","Los Tres Hermanos","R","18°31´14.350"N","088°25´50.560"W","18.52065300","-88.43071100","0002","E16A65","-","-","-","-"
"230043086","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3086","Pedro García","R","18°31´59.420"N","088°20´51.840"W","18.53317200","-88.34773300","0010","E16A65","-","-","-","-"
"230043087","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3087","San Ángel","R","18°30´12.820"N","088°23´07.410"W","18.50356100","-88.38539200","0008","E16A65","-","-","-","-"
"230043088","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3088","San Salomón","R","18°31´50.050"N","088°26´21.630"W","18.53056900","-88.43934200","0019","E16A65","-","-","-","-"
"230043089","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3089","Agustín","R","18°35´17.135"N","088°28´28.459"W","18.58809300","-88.47457200","0029","E16A65","-","-","-","-"
"230043090","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3090","Antonia Ramírez","R","18°32´46.001"N","088°28´33.210"W","18.54611100","-88.47589200","0029","E16A65","-","-","-","-"
"230043091","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3091","El Paraíso (Kilómetro 245.5)","R","18°30´12.463"N","088°32´07.024"W","18.50346200","-88.53528400","0019","E16A65","-","-","-","-"
"230043092","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3092","El Regalo","R","18°34´33.407"N","088°30´20.391"W","18.57594600","-88.50566400","0049","E16A65","-","-","-","-"
"230043093","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3093","El Tío","R","18°33´29.772"N","088°27´14.258"W","18.55827000","-88.45396100","0010","E16A65","-","-","-","-"
"230043094","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3094","Ernesto Aros","R","18°31´42.879"N","088°29´45.574"W","18.52857800","-88.49599300","0029","E16A65","-","-","-","-"
"230043095","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3095","Evencio Hernández Cruz","R","18°30´30.133"N","088°29´51.902"W","18.50837000","-88.49775100","0036","E16A65","-","-","-","-"
"230043096","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3096","Karenef","R","18°30´21.310"N","088°32´09.970"W","18.50591900","-88.53610300","0019","E16A65","-","-","-","-"
"230043097","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3097","La Lomita","R","18°32´02.722"N","088°28´45.277"W","18.53408900","-88.47924400","0052","E16A65","-","-","-","-"
"230043098","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3098","Las Siete","R","18°30´41.528"N","088°30´46.388"W","18.51153600","-88.51288600","0027","E16A65","-","-","-","-"
"230043099","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3099","Manuel (El Pastor)","R","18°33´30.469"N","088°27´26.684"W","18.55846400","-88.45741200","0028","E16A65","-","-","-","-"
"230043100","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3100","Marcos Hamilton","R","18°34´06.246"N","088°28´41.960"W","18.56840200","-88.47832200","0029","E16A65","-","-","-","-"
"230043101","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3101","Santa María","R","18°30´15.720"N","088°32´07.004"W","18.50436700","-88.53527900","0019","E16A65","-","-","-","-"
"230043102","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3102","Hermanos Flores Magón","R","18°41´11.701"N","087°44´31.626"W","18.68658400","-87.74211800","0008","E16A67","-","-","-","-"
"230043103","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3103","Hermanos Pérez Rodríguez","R","18°32´54.872"N","088°18´23.015"W","18.54857600","-88.30639300","0013","E16A66","-","-","-","-"
"230043104","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3104","Atlantis","R","18°39´10.297"N","087°43´38.923"W","18.65286000","-87.72747900","0000","E16A67","-","-","-","-"
"230043105","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3105","Doña Fina","R","18°50´12.990"N","087°39´29.080"W","18.83694200","-87.65807800","0003","E16A58","-","-","-","-"
"230043106","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3106","La Mar","R","18°41´08.957"N","087°43´07.657"W","18.68582100","-87.71879400","0000","E16A67","-","-","-","-"
"230043107","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3107","María Elena","R","18°49´42.400"N","087°39´45.140"W","18.82844400","-87.66253900","0003","E16A58","-","-","-","-"
"230043108","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3108","Playa Sirena","R","18°39´56.210"N","087°43´35.340"W","18.66561400","-87.72648300","0000","E16A67","-","-","-","-"
"230043109","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3109","San José","R","18°36´10.000"N","087°44´07.380"W","18.60277800","-87.73538300","0000","E16A67","-","-","-","-"
"230043110","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3110","Yax-Ché","R","18°36´05.910"N","087°46´15.480"W","18.60164200","-87.77096700","0000","E16A67","-","-","-","-"
"230043111","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3111","Don Marcos","R","18°31´33.307"N","088°25´38.517"W","18.52591900","-88.42736600","0004","E16A65","-","-","-","-"
"230043112","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3112","El Petén","R","18°34´09.153"N","088°40´43.293"W","18.56920900","-88.67869300","0060","E16A64","-","-","-","-"
"230043113","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3113","Fernando Teodosio Camin Cardín","R","18°30´49.769"N","088°25´53.158"W","18.51382500","-88.43143300","0001","E16A65","-","-","-","-"
"230043114","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3114","Gabriel","R","18°31´51.056"N","088°29´17.706"W","18.53084900","-88.48825200","0030","E16A65","-","-","-","-"
"230043115","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3115","Hernán Várguez Collí","R","18°35´49.106"N","088°48´21.555"W","18.59697400","-88.80598800","0069","E16A64","-","-","-","-"
"230043116","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3116","Jesús Ramos Domínguez","R","18°32´13.468"N","088°28´27.441"W","18.53707400","-88.47428900","0033","E16A65","-","-","-","-"
"230043117","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3117","Juan Lerdo Olaya","R","18°31´39.926"N","088°24´59.369"W","18.52775700","-88.41649100","0006","E16A65","-","-","-","-"
"230043118","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3118","Juventina Balam","R","18°31´54.947"N","088°25´09.589"W","18.53193000","-88.41933000","0005","E16A65","-","-","-","-"
"230043119","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3119","La Divina Providencia","R","18°33´30.270"N","088°29´18.755"W","18.55840800","-88.48854300","0040","E16A65","-","-","-","-"
"230043120","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3120","La Fortaleza","R","18°45´13.037"N","088°50´53.634"W","18.75362100","-88.84823200","0111","E16A54","-","-","-","-"
"230043121","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3121","La Fortuna","R","18°30´30.278"N","088°30´11.208"W","18.50841100","-88.50311300","0033","E16A65","-","-","-","-"
"230043122","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3122","La Presumida","R","18°37´03.926"N","088°47´57.478"W","18.61775700","-88.79929900","0062","E16A64","-","-","-","-"
"230043123","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3123","La Rinconada","R","18°29´11.865"N","088°29´46.098"W","18.48662900","-88.49613800","0010","E16A75","-","-","-","-"
"230043124","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3124","Mayfran","R","18°32´34.731"N","088°28´23.316"W","18.54298100","-88.47314300","0033","E16A65","-","-","-","-"
"230043125","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3125","Orlando Alba","R","18°33´42.175"N","088°27´06.631"W","18.56171500","-88.45184200","0022","E16A65","-","-","-","-"
"230043126","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3126","Rio Hondo","R","18°30´39.788"N","088°22´54.648"W","18.51105200","-88.38184700","0006","E16A65","-","-","-","-"
"230043127","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3127","Sagrado Corazón de Jesús","R","18°29´49.709"N","088°21´12.738"W","18.49714100","-88.35353800","0009","E16A75","-","-","-","-"
"230043128","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3128","Samuel Pérez Borges","R","18°30´43.183"N","088°22´37.161"W","18.51199500","-88.37698900","0007","E16A65","-","-","-","-"
"230043129","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3129","Samurio","R","18°41´27.758"N","088°51´25.653"W","18.69104400","-88.85712600","0159","E16A64","-","-","-","-"
"230043130","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3130","UAIM [Unidad Agrícola Industrial de la Mujer]","R","18°32´05.361"N","088°24´52.829"W","18.53482300","-88.41467500","0007","E16A65","-","-","-","-"
"230043131","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3131","Vicente Suterdan Navarrete","R","18°34´24.843"N","088°22´52.300"W","18.57356800","-88.38119400","0010","E16A65","-","-","-","-"
"230043132","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3132","Corrales Rayza","R","18°48´10.544"N","089°03´43.711"W","18.80292900","-89.06214200","0112","E16A53","-","-","-","-"
"230043133","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3133","Felipe García Rosario","R","18°30´20.228"N","088°34´38.057"W","18.50561900","-88.57723800","0027","E16A65","-","-","-","-"
"230043134","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3134","Jujutla","R","18°48´52.509"N","088°14´14.045"W","18.81458600","-88.23723500","0010","E16A56","-","-","-","-"
"230043135","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3135","La Ceiba","R","18°29´51.240"N","088°33´34.095"W","18.49756700","-88.55947100","0031","E16A75","-","-","-","-"
"230043136","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3136","Los Carmona","R","18°33´33.710"N","088°48´57.563"W","18.55936400","-88.81599000","0080","E16A64","-","-","-","-"
"230043137","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3137","Caña Brava","R","18°05´24.756"N","088°43´52.952"W","18.09021000","-88.73137600","0039","E16A84","-","-","-","-"
"230043138","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3138","El Cerrito","R","18°27´29.653"N","089°00´12.127"W","18.45823700","-89.00336900","0155","E16A73","-","-","-","-"
"230043139","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3139","El Chalauite","R","18°05´40.094"N","088°43´48.879"W","18.09447100","-88.73024400","0039","E16A84","-","-","-","-"
"230043140","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3140","El Pañuelo","R","18°30´05.040"N","088°54´59.817"W","18.5014","-88.91661600","0076","E16A64","-","-","-","-"
"230043141","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3141","El Triunfo","R","18°28´53.744"N","088°43´32.045"W","18.48159600","-88.72556800","0057","E16A74","-","-","-","-"
"230043142","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3142","Javier Bertelis","R","18°28´57.254"N","088°45´27.576"W","18.48257100","-88.75766000","0059","E16A74","-","-","-","-"
"230043143","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3143","La Envidia","R","18°18´22.152"N","088°36´44.064"W","18.30615300","-88.61224000","0028","E16A75","-","-","-","-"
"230043144","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3144","Manuel Salazar","R","18°27´22.075"N","088°59´55.853"W","18.45613200","-88.99884800","0161","E16A74","-","-","-","-"
"230043145","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3145","Medina","R","18°29´01.252"N","088°43´58.219"W","18.48368100","-88.73283900","0044","E16A74","-","-","-","-"
"230043146","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3146","Paraíso","R","18°27´29.739"N","088°58´01.259"W","18.45826100","-88.96701600","0120","E16A74","-","-","-","-"
"230043147","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3147","San Jorge","R","18°28´01.930"N","089°03´42.985"W","18.46720300","-89.06194000","0117","E16A73","-","-","-","-"
"230043148","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3148","Tres Garantías [Ecoparque]","R","18°11´35.515"N","089°00´06.368"W","18.19319900","-89.00176900","0120","E16A83","-","-","-","-"
"230043149","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3149","San Salvador (Mariposario)","R","18°58´35.491"N","088°04´08.329"W","18.97652500","-88.06898000","0008","E16A56","-","-","-","-"
"230043150","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3150","El Missy","R","18°38´59.495"N","088°13´30.194"W","18.64986000","-88.22505400","0009","E16A66","-","-","-","-"
"230043151","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3151","Willian Cornejo","R","18°38´18.515"N","088°13´36.092"W","18.63847600","-88.22669200","0008","E16A66","-","-","-","-"
"230043152","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3152","Cabañas del Chital","R","18°43´18.611"N","088°14´22.479"W","18.72183600","-88.23957800","0006","E16A66","-","-","-","-"
"230043153","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3153","El Corralito","R","18°39´55.713"N","088°12´27.744"W","18.66547600","-88.20770700","0007","E16A66","-","-","-","-"
"230043154","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3154","El Moreno","R","18°40´23.890"N","088°13´25.972"W","18.67330300","-88.22388100","0007","E16A66","-","-","-","-"
"230043155","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3155","Amelia Hernández","R","18°32´51.581"N","088°41´42.277"W","18.54766100","-88.69507700","0056","E16A64","-","-","-","-"
"230043156","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3156","Finca Orión","R","18°38´10.431"N","088°14´06.031"W","18.63623100","-88.23500900","0008","E16A66","-","-","-","-"
"230043157","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3157","Villa Ponto (Kilómetro 6.5)","R","18°36´12.610"N","088°13´36.674"W","18.60350300","-88.22685400","0007","E16A66","-","-","-","-"
"230043158","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3158","El Papayal","R","18°37´25.676"N","088°13´32.521"W","18.62379900","-88.2257","0006","E16A66","-","-","-","-"
"230043159","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3159","Pueblo Antiguo","R","18°35´52.798"N","088°13´43.319"W","18.59799900","-88.2287","0008","E16A66","-","-","-","-"
"230043160","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3160","De los Santos","R","18°36´38.623"N","088°17´03.181"W","18.61072900","-88.28421700","0010","E16A66","-","-","-","-"
"230043161","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3161","El Paraíso Dos","R","18°36´38.097"N","088°17´56.278"W","18.61058300","-88.29896600","0010","E16A66","-","-","-","-"
"230043162","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3162","El Anturio","R","18°36´43.413"N","088°17´02.026"W","18.61205900","-88.28389600","0009","E16A66","-","-","-","-"
"230043163","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3163","Finca la Chaparrita","R","18°42´22.346"N","088°15´26.459"W","18.70620700","-88.25735000","0005","E16A66","-","-","-","-"
"230043164","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3164","Iguanas Ranas","R","18°42´10.255"N","088°15´25.497"W","18.70284900","-88.25708300","0009","E16A66","-","-","-","-"
"230043165","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3165","Julio César Castillo Quintal","R","18°36´39.785"N","088°16´53.238"W","18.61105100","-88.28145500","0010","E16A66","-","-","-","-"
"230043166","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3166","Juan Carlos","R","18°37´13.318"N","088°16´18.421"W","18.62036600","-88.27178400","0010","E16A66","-","-","-","-"
"230043167","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3167","Kimbal","R","18°42´12.115"N","088°15´30.218"W","18.70336500","-88.25839400","0010","E16A66","-","-","-","-"
"230043168","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3168","La Herencia","R","18°36´41.262"N","088°16´53.964"W","18.61146200","-88.28165700","0010","E16A66","-","-","-","-"
"230043169","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3169","Las Dos Hermanas K","R","18°36´45.248"N","088°16´49.984"W","18.61256900","-88.28055100","0010","E16A66","-","-","-","-"
"230043170","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3170","Lol-Kin","R","18°36´52.951"N","088°17´12.863"W","18.61470900","-88.28690600","0009","E16A66","-","-","-","-"
"230043171","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3171","Los Gavilanes","R","18°43´08.997"N","088°15´30.301"W","18.71916600","-88.25841700","0016","E16A66","-","-","-","-"
"230043172","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3172","La Casa Grande","R","18°42´23.209"N","088°15´39.063"W","18.70644700","-88.26085100","0007","E16A66","-","-","-","-"
"230043173","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3173","Marino Castro Castro","R","18°42´20.177"N","088°16´18.434"W","18.70560500","-88.27178700","0019","E16A66","-","-","-","-"
"230043174","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3174","Pez de Oro","R","18°42´22.096"N","088°15´21.621"W","18.70613800","-88.25600600","0005","E16A66","-","-","-","-"
"230043175","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3175","Paraíso Xul-Ha","R","18°33´24.234"N","088°27´20.298"W","18.55673200","-88.45563800","0008","E16A65","-","-","-","-"
"230043176","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3176","Xcalak [Purificadora de Agua]","R","18°16´38.075"N","087°51´25.690"W","18.27724300","-87.85713600","0008","E16A77","-","-","-","-"
"230043177","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3177","La Casa del Capitán","R","18°48´44.090"N","087°39´57.630"W","18.81224700","-87.66600800","0002","E16A58","-","-","-","-"
"230043178","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3178","Playa Vanesa","R","18°50´28.796"N","087°39´14.940"W","18.84133200","-87.65415000","0002","E16A58","-","-","-","-"
"230043179","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3179","Noge Mex","R","18°48´48.432"N","087°39´53.534"W","18.81345300","-87.66487100","0002","E16A58","-","-","-","-"
"230043180","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3180","El Progreso II","R","18°40´36.176"N","088°49´27.402"W","18.67671600","-88.82427800","0057","E16A64","-","-","-","-"
"230043181","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3181","Toledo","R","18°30´30.268"N","088°30´14.767"W","18.50840800","-88.50410200","0033","E16A65","-","-","-","-"
"230043182","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3182","Aldrete","R","18°35´07.783"N","088°26´32.415"W","18.58549500","-88.44233800","0011","E16A65","-","-","-","-"
"230043183","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3183","Cocodrilia","R","18°32´34.066"N","088°28´59.456"W","18.54279600","-88.48318200","0030","E16A65","-","-","-","-"
"230043184","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3184","El Hueso","R","18°31´25.216"N","088°27´44.874"W","18.52367100","-88.46246500","0021","E16A65","-","-","-","-"
"230043185","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3185","El Mirador","R","18°36´08.259"N","088°25´56.686"W","18.60229400","-88.43241300","0010","E16A65","-","-","-","-"
"230043186","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3186","El Mirador","R","18°26´00.823"N","089°01´26.562"W","18.43356200","-89.02404500","0129","E16A73","-","-","-","-"
"230043187","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3187","El Paraíso","R","18°32´50.524"N","088°49´26.079"W","18.54736800","-88.82391100","0079","E16A64","-","-","-","-"
"230043188","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3188","Felipe Chazarías","R","18°37´41.789"N","088°33´16.682"W","18.62827500","-88.55463400","0042","E16A65","-","-","-","-"
"230043189","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3189","Jilotepec","R","18°34´37.684"N","088°29´21.111"W","18.57713400","-88.48919800","0049","E16A65","-","-","-","-"
"230043190","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3190","Juan Alvarado","R","18°34´03.753"N","088°48´29.459"W","18.56770900","-88.80818300","0069","E16A64","-","-","-","-"
"230043191","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3191","La Esmeralda","R","18°35´56.633"N","088°48´14.339"W","18.59906500","-88.80398300","0068","E16A64","-","-","-","-"
"230043192","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3192","La Guadalupana","R","18°34´59.054"N","088°29´27.462"W","18.58307100","-88.49096200","0040","E16A65","-","-","-","-"
"230043193","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3193","Los Cocos","R","18°32´01.271"N","088°42´21.995"W","18.53368600","-88.70611000","0080","E16A64","-","-","-","-"
"230043194","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3194","Los Dos Socios","R","18°34´05.941"N","088°28´53.529"W","18.56831700","-88.48153600","0032","E16A65","-","-","-","-"
"230043195","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3195","María Renteral Campos","R","18°40´12.213"N","088°49´24.999"W","18.67005900","-88.82361100","0058","E16A64","-","-","-","-"
"230043196","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3196","María Ramírez Velazco","R","18°31´48.956"N","088°27´14.857"W","18.53026600","-88.45412700","0029","E16A65","-","-","-","-"
"230043197","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3197","Román Jiménez Cruz","R","18°25´29.336"N","088°55´11.377"W","18.42481600","-88.91982700","0150","E16A74","-","-","-","-"
"230043198","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3198","Rancho Jorge","R","18°31´52.895"N","088°27´07.966"W","18.53136000","-88.45221300","0028","E16A65","-","-","-","-"
"230043199","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3199","Raymundo Zavala Peña","R","18°34´38.035"N","088°29´23.977"W","18.57723200","-88.48999400","0048","E16A65","-","-","-","-"
"230043200","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3200","Roberto Gómez","R","18°36´56.378"N","088°32´13.776"W","18.61566100","-88.53716000","0046","E16A65","-","-","-","-"
"230043201","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3201","Timoteo Rodríguez","R","18°33´45.567"N","088°47´45.187"W","18.56265800","-88.79588500","0094","E16A64","-","-","-","-"
"230043202","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3202","Santa Lucía","R","18°34´47.454"N","088°29´21.117"W","18.57984800","-88.48919900","0045","E16A65","-","-","-","-"
"230043203","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3203","Bakhalar","R","18°36´18.065"N","088°25´48.758"W","18.60501800","-88.43021100","0009","E16A65","-","-","-","-"
"230043204","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3204","Cuatro Hermanos","R","18°32´39.370"N","088°37´11.432"W","18.54426900","-88.61984200","0037","E16A65","-","-","-","-"
"230043205","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3205","Santa Rosa","R","18°28´40.122"N","088°41´08.204"W","18.47781200","-88.68561200","0050","E16A74","-","-","-","-"
"230043206","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3206","El Pedregal","R","18°32´49.735"N","088°48´28.327"W","18.54714900","-88.80786900","0090","E16A64","-","-","-","-"
"230043207","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3207","El Viejo","R","18°33´50.602"N","088°48´58.048"W","18.56405600","-88.81612400","0069","E16A64","-","-","-","-"
"230043208","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3208","La Coneja","R","18°32´16.384"N","088°48´04.160"W","18.53788400","-88.80115600","0110","E16A64","-","-","-","-"
"230043209","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3209","Las Dos Estrellas","R","18°32´09.754"N","088°48´01.796"W","18.53604300","-88.80049900","0109","E16A64","-","-","-","-"
"230043210","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3210","El Gallito","R","18°38´12.185"N","088°13´59.475"W","18.63671800","-88.23318800","0008","E16A66","-","-","-","-"
"230043211","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3211","Basurero","R","18°58´28.602"N","088°03´02.693"W","18.97461200","-88.05074800","0010","E16A56","-","-","-","-"
"230043212","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3212","Villas Bugambilias Uno","R","18°32´55.267"N","088°19´48.212"W","18.54868500","-88.33005900","0009","E16A66","-","-","-","-"
"230043213","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3213","Óscar [Rancho]","R","18°47´39.956"N","089°03´55.106"W","18.79443200","-89.06530700","0111","E16A53","-","-","-","-"
"230043214","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3214","El Olivo","R","18°32´54.173"N","088°19´27.732"W","18.54838100","-88.32437000","0009","E16A66","-","-","-","-"
"230043215","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3215","Los Primos","R","18°27´48.647"N","089°04´18.506"W","18.46351300","-89.07180700","0130","E16A73","-","-","-","-"
"230043216","23","Quintana Roo","Q. Roo","004","Othón P. Blanco","3216","Ruben Montejo","R","18°32´38.284"N","088°20´09.820"W","18.54396800","-88.33606100","0008","E16A65","-","-","-","-"
